ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
151;Полина;Ж;17;Москва;Обычная;Информатика;7.3;да;6;7;5.0;7.7;3.1;69;да;Попова Полина Максимовна;polina_popova10@rambler.ru;89542374271
152;Михаил;М;17;Новосибирск;Лицей;Обществознание;9.9;нет;6;5;4.0;;3.0;65;да;Голубев Михаил Артёмович;mikhail.golubev@gmail.com;8 910 390 86 79
153;Ксения;Ж;16;Нижний Новгород;Обычная;История;8.1;нет;8;12;9.0;7.0;2.0;45;да;Семёнова Ксения Сергеевна;k.semenova@rambler.ru;+79322931010
154;Владимир;М;17;Санкт-Петербург;Лицей;Химия;11.6;да;8;3;8.0;6.7;2.4;79;да;Иванов Владимир Иванович;v.ivanov@mail.ru;8 966 220 76 10
155;Артём;М;17;Санкт-Петербург;Обычная;Русский язык;8.2;да;10;2;6.0;6.8;2.6;72;да;Богданов Артём Сергеевич;artem_bogdanov67@outlook.com;8 983 310 98 50
156;Елизавета;Ж;16;Самара;Гимназия;Обществознание;2.5;да;5;8;2.0;6.4;2.8;58;да;Морозова Елизавета Владимировна;elizaveta.morozova@edu.ru;+79462092964
157;Дмитрий;М;17;Самара;Обычная;Английский язык;7.6;да;10;5;4.0;;3.4;66;да;Павлов Дмитрий Максимович;d.pavlov@rambler.ru;+79323677864
158;Ева;Ж;17;Самара;Лицей;Информатика;7.3;нет;5;8;7.0;7.0;3.0;57;да;Иванова Ева Владимировна;eva158@yandex.ru;8 946 726 45 97
159;Полина;Ж;16;Санкт-Петербург;Лицей;Обществознание;8.0;нет;4;4;6.0;7.5;2.4;62;да;Смирнова Полина Владимировна;polina159@gmail.com;+79963086280
160;Виктория;Ж;17;Екатеринбург;Обычная;Биология;22.1;нет;4;0;4.0;7.6;3.7;90;да;Волкова Виктория Андреевна;viktoriya160@mail.ru;+79612835781
161;Елизавета;Ж;17;Нижний Новгород;Гимназия;Информатика;5.6;да;2;10;7.0;9.1;3.5;68;да;Новикова Елизавета Сергеевна;elizaveta161@outlook.com;+7-961-359-49-83
162;Ксения;Ж;18;Новосибирск;Обычная;Физика;9.0;нет;5;3;3.0;5.7;2.3;54;да;Лебедева Ксения Андреевна;kseniya.lebedeva@yandex.ru;+7 (999) 822-60-27
163;Роман;М;17;Санкт-Петербург;Гимназия;Химия;6.0;да;6;7;7.0;5.6;2.6;41;да;Петров Роман Николаевич;roman163@edu.ru;89953356799
164;Михаил;М;17;Самара;Обычная;Информатика;5.7;да;3;4;6.0;6.9;3.2;60;да;Лебедев Михаил Андреевич;mikhail_lebedev93@gmail.com;+7-912-319-75-61
165;Михаил;М;16;Ростов-на-Дону;Лицей;Биология;16.6;нет;4;6;5.0;7.2;3.7;75;да;Виноградов Михаил Максимович;mikhail165@gmail.com;+7 (970) 728-99-97
166;Анна;Ж;16;Санкт-Петербург;Гимназия;Русский язык;4.4;нет;5;7;7.0;4.5;2.7;65;да;Сидорова Анна Дмитриевна;anna.sidorova@yandex.ru;+7 (920) 498-91-10
167;Александр;М;17;Нижний Новгород;Гимназия;Химия;13.4;нет;9;6;8.0;8.1;3.7;85;да;Сидоров Александр Николаевич;aleksandr.sidorov@gmail.com;+7 (918) 582-86-65
168;Никита;М;17;Ростов-на-Дону;Обычная;История;4.3;нет;5;2;8.0;;3.0;61;да;Павлов Никита Дмитриевич;nikita168@mail.ru;+7 (908) 369-38-57
169;Матвей;М;17;Екатеринбург;Обычная;Обществознание;10.5;нет;7;2;7.0;4.8;4.1;89;да;Сидоров Матвей Сергеевич;matvey.sidorov@yandex.ru;+79771385961
170;Владимир;М;18;Москва;Гимназия;Физика;9.2;нет;12;6;6.0;6.9;2.8;75;да;Голубев Владимир Иванович;vladimir.golubev@yandex.ru;+7 (983) 633-46-86
171;Данил;М;17;Нижний Новгород;Обычная;Биология;11.5;да;7;2;5.0;6.0;2.6;64;да;Кузнецов Данил Артёмович;danil171@gmail.com;8 999 939 32 91
172;Данил;М;16;Ростов-на-Дону;Гимназия;Физика;9.0;да;1;3;6.0;6.4;2.8;70;да;Кузнецов Данил Владимирович;danil_kuznetsov53@mail.ru;+79561103594
173;Полина;Ж;17;Казань;Обычная;Обществознание;13.0;да;6;6;9.0;5.4;2.7;77;да;Павлова Полина Максимовна;p.pavlova@edu.ru;+79362991486
174;Мария;Ж;17;Санкт-Петербург;Обычная;Информатика;12.8;да;8;0;7.0;8.0;4.5;91;да;Голубева Мария Дмитриевна;mariya174@mail.ru;89668153988
175;София;Ж;17;Казань;Лицей;История;0.0;да;5;11;5.0;8.4;2.0;25;нет;Попова София Артёмовна;sofiya175@outlook.com;+7 (986) 136-56-40
176;Артём;М;18;Самара;Обычная;Информатика;12.8;да;5;10;2.0;6.7;2.0;39;нет;Козлов Артём Александрович;artem176@yahoo.com;+7-920-188-45-61
177;Виктория;Ж;16;Екатеринбург;Обычная;Физика;7.9;нет;5;9;1.0;4.2;3.1;49;да;Семёнова Виктория Андреевна;viktoriya.semenova@edu.ru;89855046185
178;Максим;М;17;Москва;Обычная;Биология;5.2;нет;6;5;6.0;7.3;3.5;68;да;Богданов Максим Владимирович;m.bogdanov@edu.ru;+79661151821
179;Алиса;Ж;16;Екатеринбург;Гимназия;Биология;7.3;нет;9;4;7.0;7.0;3.5;78;да;Васильева Алиса Дмитриевна;alisa_vasileva16@mail.ru;+7-936-843-81-84
180;София;Ж;17;Самара;Лицей;История;5.6;да;9;2;6.0;5.8;3.4;82;да;Соколова София Николаевна;sofiya180@yandex.ru;+79449354538
181;Елизавета;Ж;17;Санкт-Петербург;Гимназия;Обществознание;10.6;нет;5;6;3.0;;2.4;58;да;Голубева Елизавета Максимовна;e.golubeva@yandex.ru;+7 (924) 565-61-83
182;Владимир;М;17;Екатеринбург;Обычная;История;9.6;да;11;1;8.0;8.4;4.0;88;да;Соколов Владимир Андреевич;vladimir.sokolov@gmail.com;+7 (933) 279-62-74
183;Кирилл;М;16;Санкт-Петербург;Обычная;Обществознание;11.6;да;12;1;8.0;6.5;4.1;93;да;Новиков Кирилл Егорович;kirill_novikov60@edu.ru;+7-971-174-74-47
184;Ксения;Ж;17;Москва;Обычная;Информатика;8.3;да;8;2;4.0;5.1;2.4;77;да;Соловьёва Ксения Артёмовна;kseniya184@yandex.ru;+79149227542
185;Никита;М;17;Новосибирск;Обычная;Химия;13.8;да;9;2;4.0;4.9;4.3;92;да;Волков Никита Максимович;nikita185@yandex.ru;8 973 356 98 66
186;Артём;М;16;Самара;Обычная;Химия;5.4;да;8;7;6.0;6.3;2.9;72;да;Зайцев Артём Дмитриевич;a.zaytsev@outlook.com;8 972 595 41 53
187;Дмитрий;М;17;Нижний Новгород;Обычная;Биология;2.0;нет;3;16;7.0;6.6;2.9;44;да;Семёнов Дмитрий Иванович;dmitriy_semenov20@gmail.com;8 987 571 85 13
188;Данил;М;17;Москва;Обычная;Русский язык;11.0;нет;8;3;8.0;6.6;3.4;83;да;Зайцев Данил Николаевич;d.zaytsev@yandex.ru;89143641858
189;Михаил;М;16;Санкт-Петербург;Лицей;Обществознание;10.7;нет;7;1;4.0;6.2;3.0;71;да;Смирнов Михаил Александрович;mikhail.smirnov@edu.ru;8 986 818 39 50
190;Александр;М;17;Екатеринбург;Обычная;Химия;9.3;да;6;5;6.0;7.7;2.9;79;да;Лебедев Александр Егорович;aleksandr190@rambler.ru;+7-945-628-78-11
191;Полина;Ж;16;Казань;Обычная;Химия;9.2;нет;11;4;9.0;8.0;3.5;88;да;Лебедева Полина Владимировна;polina.lebedeva@yandex.ru;+7-931-394-21-61
192;Алиса;Ж;17;Казань;Обычная;Обществознание;3.4;нет;3;6;1.0;6.5;2.0;20;нет;Сидорова Алиса Максимовна;a.sidorova@yandex.ru;+7-909-667-32-70
193;Мария;Ж;17;Новосибирск;Обычная;Химия;0.8;да;1;7;5.0;7.6;2.0;48;да;Морозова Мария Егоровна;mariya.morozova@rambler.ru;89453238344
194;Кирилл;М;16;Самара;Лицей;Химия;2.4;нет;6;7;7.0;5.9;2.0;45;да;Иванов Кирилл Иванович;kirill.ivanov@outlook.com;89957993473
195;Дарья;Ж;17;Екатеринбург;Гимназия;Биология;3.1;нет;5;4;3.0;;2.4;50;да;Виноградова Дарья Дмитриевна;darya.vinogradova@yandex.ru;89308534043
196;Данил;М;17;Самара;Гимназия;Английский язык;12.4;да;4;5;8.0;6.3;2.3;80;да;Голубев Данил Николаевич;danil.golubev@yahoo.com;+7-929-307-41-89
197;Кирилл;М;17;Москва;Обычная;Физика;6.0;да;2;10;8.0;5.8;2.0;44;да;Лебедев Кирилл Андреевич;kirill197@yandex.ru;+7 (919) 897-23-25
198;Матвей;М;17;Новосибирск;Обычная;Русский язык;7.5;нет;0;8;5.0;4.2;2.6;58;да;Виноградов Матвей Артёмович;m.vinogradov@gmail.com;+7 (986) 779-73-88
199;Роман;М;17;Екатеринбург;Гимназия;Математика;10.4;да;4;6;4.0;6.1;2.2;56;да;Лебедев Роман Дмитриевич;r.lebedev@yandex.ru;8 997 977 79 15
200;Елизавета;Ж;17;Самара;Гимназия;История;26.6;да;6;0;10.0;9.1;4.9;100;да;Иванова Елизавета Сергеевна;elizaveta_ivanova30@rambler.ru;+79477355073
201;Владимир;М;17;Екатеринбург;Обычная;Математика;6.6;да;12;2;7.0;8.5;4.0;97;да;Сидоров Владимир Александрович;vladimir_sidorov74@rambler.ru;+7-935-602-33-75
202;Ксения;Ж;17;Ростов-на-Дону;Обычная;История;3.8;нет;4;9;1.0;7.5;2.6;48;да;Петрова Ксения Александровна;kseniya_petrova31@gmail.com;+7 (950) 327-83-26
203;Матвей;М;17;Самара;Лицей;Обществознание;4.4;да;3;6;5.0;7.0;2.8;60;да;Лебедев Матвей Андреевич;m.lebedev@edu.ru;+79679186471
204;Арина;Ж;16;Нижний Новгород;Гимназия;История;1.1;да;2;12;6.0;8.4;2.9;51;да;Сидорова Арина Николаевна;a.sidorova@yahoo.com;89046145460
205;Кирилл;М;16;Новосибирск;Обычная;Русский язык;0.0;да;5;8;6.0;5.2;2.0;38;да;Петров Кирилл Дмитриевич;kirill_petrov36@gmail.com;8 958 223 99 76
206;Владимир;М;17;Казань;Обычная;Биология;6.5;нет;2;3;4.0;;3.6;56;да;Морозов Владимир Дмитриевич;v.morozov@edu.ru;89408051111
207;Дарья;Ж;17;Екатеринбург;Гимназия;Информатика;0.1;нет;2;10;4.0;8.0;2.8;49;да;Сидорова Дарья Ивановна;darya207@yandex.ru;+7-948-694-22-51
208;Арина;Ж;18;Новосибирск;Лицей;Математика;9.1;нет;2;3;8.0;7.0;2.9;68;да;Семёнова Арина Владимировна;arina208@gmail.com;+79789824333
209;Иван;М;18;Москва;Обычная;Русский язык;3.4;да;3;10;4.0;5.7;2.5;38;да;Лебедев Иван Сергеевич;ivan_lebedev83@edu.ru;+79333424470
210;Вероника;Ж;16;Санкт-Петербург;Обычная;История;7.6;да;5;4;2.0;7.4;2.4;48;да;Козлова Вероника Артёмовна;veronika210@yandex.ru;8 943 474 33 73
211;Данил;М;18;Самара;Лицей;Биология;10.5;нет;7;1;9.0;6.5;3.2;85;да;Павлов Данил Николаевич;danil_pavlov90@yahoo.com;+7-926-529-99-57
212;Арина;Ж;17;Новосибирск;Лицей;Химия;11.5;да;7;8;6.0;6.1;3.0;75;да;Соколова Арина Максимовна;arina212@mail.ru;+79513866733
213;Ксения;Ж;17;Ростов-на-Дону;Лицей;История;7.8;нет;7;1;9.0;6.1;3.6;87;да;Голубева Ксения Владимировна;kseniya_golubeva49@mail.ru;+7 (916) 689-97-39
214;Владимир;М;18;Санкт-Петербург;Обычная;Химия;12.5;нет;3;3;2.0;7.0;2.0;49;да;Кузнецов Владимир Артёмович;vladimir214@yandex.ru;8 992 376 40 81
215;Анна;Ж;17;Ростов-на-Дону;Обычная;Английский язык;11.5;нет;11;6;7.0;7.5;3.5;82;да;Виноградова Анна Егоровна;a.vinogradova@gmail.com;8 948 300 28 29
216;Дмитрий;М;17;Самара;Лицей;Математика;0.0;нет;3;7;6.0;8.6;2.8;48;да;Виноградов Дмитрий Сергеевич;d.vinogradov@outlook.com;89012806373
217;Михаил;М;17;Казань;Обычная;Физика;5.9;нет;15;1;6.0;6.8;3.8;88;да;Павлов Михаил Артёмович;mikhail.pavlov@yandex.ru;8 980 629 78 50
218;Тимофей;М;17;Екатеринбург;Обычная;Русский язык;1.0;да;6;4;;6.6;2.7;52;да;Лебедев Тимофей Дмитриевич;timofey218@yahoo.com;+7 (938) 356-81-82
219;Роман;М;18;Ростов-на-Дону;Обычная;Информатика;3.9;нет;8;8;1.0;8.3;2.5;38;нет;Павлов Роман Николаевич;r.pavlov@yahoo.com;+7 (950) 201-98-30
220;Ксения;Ж;17;Нижний Новгород;Обычная;Английский язык;6.6;да;4;6;;8.1;2.4;68;да;Васильева Ксения Егоровна;k.vasileva@gmail.com;+7 (927) 933-42-70
221;Кирилл;М;16;Ростов-на-Дону;Лицей;Информатика;7.2;нет;7;5;7.0;7.3;2.4;70;да;Соколов Кирилл Артёмович;k.sokolov@mail.ru;+7-957-862-52-43
222;Михаил;М;17;Москва;Обычная;Физика;17.9;да;8;2;9.0;5.3;3.1;94;да;Смирнов Михаил Андреевич;mikhail.smirnov@outlook.com;+7-946-673-81-42
223;Вероника;Ж;17;Санкт-Петербург;Лицей;Математика;9.8;да;5;5;8.0;6.0;3.2;72;да;Смирнова Вероника Александровна;veronika_smirnova12@yandex.ru;+79025212554
224;Кирилл;М;17;Москва;Лицей;Информатика;15.5;нет;7;0;9.0;6.2;3.9;98;да;Васильев Кирилл Максимович;k.vasilev@gmail.com;+79256908393
